seq_id,source,type,start,end,score,strand,phase,attributes
NC_036790.1,Gnomon,gene,16054624,16059355,.,-,.,ID=gene-LOC101480148;Dbxref=GeneID:101480148;Name=LOC101480148;gbkey=Gene;gene=LOC101480148;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16060523,16062524,.,-,.,ID=gene-LOC101479572;Dbxref=GeneID:101479572;Name=LOC101479572;gbkey=Gene;gene=LOC101479572;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16062601,16066835,.,-,.,ID=gene-LOC101479855;Dbxref=GeneID:101479855;Name=LOC101479855;gbkey=Gene;gene=LOC101479855;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16068155,16072920,.,-,.,ID=gene-LOC105941472;Dbxref=GeneID:105941472;Name=LOC105941472;gbkey=Gene;gene=LOC105941472;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16075242,16114003,.,-,.,ID=gene-kif13a;Dbxref=GeneID:101479097;Name=kif13a;gbkey=Gene;gene=kif13a;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16077469,16079056,.,+,.,ID=gene-LOC111501292;Dbxref=GeneID:111501292;Name=LOC111501292;gbkey=Gene;gene=LOC111501292;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,16114864,16116519,.,-,.,ID=gene-nhlrc1;Dbxref=GeneID:101478815;Name=nhlrc1;gbkey=Gene;gene=nhlrc1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16117029,16127115,.,-,.,ID=gene-LOC101478540;Dbxref=GeneID:101478540;Name=LOC101478540;gbkey=Gene;gene=LOC101478540;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16139677,16177781,.,-,.,ID=gene-plekhg4b;Dbxref=GeneID:101477416;Name=plekhg4b;gbkey=Gene;gene=plekhg4b;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16180592,16205872,.,-,.,ID=gene-nkd2;Dbxref=GeneID:101476486;Name=nkd2;gbkey=Gene;gene=nkd2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16209632,16217126,.,-,.,ID=gene-trip13;Dbxref=GeneID:101475492;Name=trip13;gbkey=Gene;gene=trip13;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16216443,16224170,.,+,.,ID=gene-brd9;Dbxref=GeneID:101476183;Name=brd9;gbkey=Gene;gene=brd9;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16227303,16233257,.,+,.,ID=gene-LOC101475192;Dbxref=GeneID:101475192;Name=LOC101475192;gbkey=Gene;gene=LOC101475192;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16235469,16250651,.,+,.,ID=gene-tppp;Dbxref=GeneID:101473875;Name=tppp;gbkey=Gene;gene=tppp;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16249181,16255902,.,-,.,ID=gene-cep72;Dbxref=GeneID:101474536;Name=cep72;gbkey=Gene;gene=cep72;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16259504,16268290,.,+,.,ID=gene-LOC101473285;Dbxref=GeneID:101473285;Name=LOC101473285;gbkey=Gene;gene=LOC101473285;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16269211,16277127,.,-,.,ID=gene-ccdc12;Dbxref=GeneID:101472982;Name=ccdc12;gbkey=Gene;gene=ccdc12;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16278356,16310717,.,+,.,ID=gene-nbeal2;Dbxref=GeneID:101472495;Name=nbeal2;gbkey=Gene;gene=nbeal2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16313458,16323404,.,+,.,ID=gene-LOC101472190;Dbxref=GeneID:101472190;Name=LOC101472190;gbkey=Gene;gene=LOC101472190;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16324202,16347657,.,-,.,ID=gene-setd2;Dbxref=GeneID:101471514;Name=setd2;gbkey=Gene;gene=setd2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16349362,16357297,.,+,.,ID=gene-LOC105941297;Dbxref=GeneID:105941297;Name=LOC105941297;gbkey=Gene;gene=LOC105941297;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16359080,16372390,.,+,.,ID=gene-LOC105941302;Dbxref=GeneID:105941302;Name=LOC105941302;gbkey=Gene;gene=LOC105941302;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16372748,16376943,.,+,.,ID=gene-LOC101471226;Dbxref=GeneID:101471226;Name=LOC101471226;gbkey=Gene;gene=LOC101471226;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16378418,16382387,.,+,.,ID=gene-LOC101469976;Dbxref=GeneID:101469976;Name=LOC101469976;gbkey=Gene;gene=LOC101469976;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16385699,16387700,.,-,.,ID=gene-LOC101470264;Dbxref=GeneID:101470264;Name=LOC101470264;gbkey=Gene;gene=LOC101470264;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16397804,16398726,.,+,.,ID=gene-LOC101469691;Dbxref=GeneID:101469691;Name=LOC101469691;gbkey=Gene;gene=LOC101469691;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16401231,16405021,.,+,.,ID=gene-LOC101469425;Dbxref=GeneID:101469425;Name=LOC101469425;gbkey=Gene;gene=LOC101469425;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16417317,16429582,.,+,.,ID=gene-LOC101468916;Dbxref=GeneID:101468916;Name=LOC101468916;gbkey=Gene;gene=LOC101468916;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16431315,16472434,.,-,.,ID=gene-itga8;Dbxref=GeneID:101468620;Name=itga8;gbkey=Gene;gene=itga8;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16474452,16499632,.,-,.,ID=gene-mindy3;Dbxref=GeneID:101467641;Name=mindy3;gbkey=Gene;gene=mindy3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16499718,16529594,.,+,.,ID=gene-LOC101467948;Dbxref=GeneID:101467948;Name=LOC101467948;gbkey=Gene;gene=LOC101467948;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16534391,16567819,.,-,.,ID=gene-LOC101467326;Dbxref=GeneID:101467326;Name=LOC101467326;gbkey=Gene;gene=LOC101467326;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16580483,16582937,.,+,.,ID=gene-LOC112435567;Dbxref=GeneID:112435567;Name=LOC112435567;gbkey=Gene;gene=LOC112435567;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16599236,16606510,.,+,.,ID=gene-LOC101468531;Dbxref=GeneID:101468531;Name=LOC101468531;gbkey=Gene;gene=LOC101468531;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16646230,16649762,.,-,.,ID=gene-LOC101466570;Dbxref=GeneID:101466570;Name=LOC101466570;gbkey=Gene;gene=LOC101466570;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16649829,16653546,.,-,.,ID=gene-LOC101466289;Dbxref=GeneID:101466289;Name=LOC101466289;gbkey=Gene;gene=LOC101466289;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16664233,16666157,.,-,.,ID=gene-LOC101465998;Dbxref=GeneID:101465998;Name=LOC101465998;gbkey=Gene;gene=LOC101465998;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16669505,16677653,.,-,.,ID=gene-steap4;Dbxref=GeneID:101465696;Name=steap4;gbkey=Gene;gene=steap4;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16692883,16695493,.,+,.,ID=gene-LOC101465511;Dbxref=GeneID:101465511;Name=LOC101465511;gbkey=Gene;gene=LOC101465511;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,16698000,16702666,.,+,.,ID=gene-glipr2;Dbxref=GeneID:101465037;Name=glipr2;gbkey=Gene;gene=glipr2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16705016,16717366,.,-,.,ID=gene-LOC101464749;Dbxref=GeneID:101464749;Name=LOC101464749;gbkey=Gene;gene=LOC101464749;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16722752,16729138,.,-,.,ID=gene-tbrg4;Dbxref=GeneID:101464452;Name=tbrg4;gbkey=Gene;gene=tbrg4;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16732389,16740971,.,+,.,ID=gene-atp4a;Dbxref=GeneID:101464178;Name=atp4a;gbkey=Gene;gene=atp4a;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16741613,16759459,.,-,.,ID=gene-LOC101468254;Dbxref=GeneID:101468254;Name=LOC101468254;gbkey=Gene;gene=LOC101468254;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16762004,16773450,.,-,.,ID=gene-LOC101488062;Dbxref=GeneID:101488062;Name=LOC101488062;gbkey=Gene;gene=LOC101488062;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16776203,16783546,.,-,.,ID=gene-LOC101487791;Dbxref=GeneID:101487791;Name=LOC101487791;gbkey=Gene;gene=LOC101487791;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16790662,16806348,.,-,.,ID=gene-LOC112435568;Dbxref=GeneID:112435568;Name=LOC112435568;gbkey=Gene;gene=LOC112435568;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16865330,16939523,.,+,.,ID=gene-LOC101479377;Dbxref=GeneID:101479377;Name=LOC101479377;gbkey=Gene;gene=LOC101479377;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16980528,16991115,.,+,.,ID=gene-LOC101479095;Dbxref=GeneID:101479095;Name=LOC101479095;gbkey=Gene;gene=LOC101479095;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,16996007,17003791,.,+,.,ID=gene-slc50a1;Dbxref=GeneID:101478814;Name=slc50a1;gbkey=Gene;gene=slc50a1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17012484,17021050,.,-,.,ID=gene-trim46;Dbxref=GeneID:101478538;Name=trim46;gbkey=Gene;gene=trim46;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17021593,17024403,.,+,.,ID=gene-tmem107;Dbxref=GeneID:101477887;Name=tmem107;gbkey=Gene;gene=tmem107;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17024818,17027794,.,+,.,ID=gene-krtcap2;Dbxref=GeneID:101477414;Name=krtcap2;gbkey=Gene;gene=krtcap2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17028985,17030154,.,+,.,ID=gene-LOC101477134;Dbxref=GeneID:101477134;Name=LOC101477134;gbkey=Gene;gene=LOC101477134;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17036186,17037337,.,+,.,ID=gene-LOC101476855;Dbxref=GeneID:101476855;Name=LOC101476855;gbkey=Gene;gene=LOC101476855;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17044212,17056483,.,+,.,ID=gene-LOC101476368;Dbxref=GeneID:101476368;Name=LOC101476368;gbkey=Gene;gene=LOC101476368;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17059960,17068544,.,-,.,ID=gene-LOC101476072;Dbxref=GeneID:101476072;Name=LOC101476072;gbkey=Gene;gene=LOC101476072;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17075021,17089922,.,+,.,ID=gene-adar;Dbxref=GeneID:101475397;Name=adar;gbkey=Gene;gene=adar;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17106320,17167886,.,+,.,ID=gene-LOC101475098;Dbxref=GeneID:101475098;Name=LOC101475098;gbkey=Gene;gene=LOC101475098;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17188363,17192319,.,-,.,ID=gene-LOC101474444;Dbxref=GeneID:101474444;Name=LOC101474444;gbkey=Gene;gene=LOC101474444;gene_biotype=protein_coding
NC_036790.1,cmsearch,gene,17190347,17190478,.,-,.,ID=gene-LOC111501297;Dbxref=GeneID:111501297;Name=LOC111501297;gbkey=Gene;gene=LOC111501297;gene_biotype=snoRNA
NC_036790.1,cmsearch,gene,17191119,17191250,.,-,.,ID=gene-LOC111501296;Dbxref=GeneID:111501296;Name=LOC111501296;gbkey=Gene;gene=LOC111501296;gene_biotype=snoRNA
NC_036790.1,Gnomon,gene,17193748,17200417,.,+,.,ID=gene-rab13;Dbxref=GeneID:101474166;Name=rab13;gbkey=Gene;gene=rab13;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17202088,17213614,.,+,.,ID=gene-fam189b;Dbxref=GeneID:101473647;Name=fam189b;gbkey=Gene;gene=fam189b;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17215154,17219831,.,+,.,ID=gene-fdps;Dbxref=GeneID:101473168;Name=fdps;gbkey=Gene;gene=fdps;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17221308,17226041,.,+,.,ID=gene-LOC112435514;Dbxref=GeneID:112435514;Name=LOC112435514;gbkey=Gene;gene=LOC112435514;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17225954,17239533,.,+,.,ID=gene-rusc1;Dbxref=GeneID:101472690;Name=rusc1;gbkey=Gene;gene=rusc1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17240325,17255557,.,-,.,ID=gene-LOC101472002;Dbxref=GeneID:101472002;Name=LOC101472002;gbkey=Gene;gene=LOC101472002;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17259621,17267616,.,+,.,ID=gene-dap3;Dbxref=GeneID:101471132;Name=dap3;gbkey=Gene;gene=dap3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17267253,17274074,.,+,.,ID=gene-gba;Dbxref=GeneID:101470262;Name=gba;gbkey=Gene;gene=gba;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17274122,17280669,.,-,.,ID=gene-rnf115;Dbxref=GeneID:101470552;Name=rnf115;gbkey=Gene;gene=rnf115;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17280610,17288123,.,+,.,ID=gene-polr3c;Dbxref=GeneID:101470857;Name=polr3c;gbkey=Gene;gene=polr3c;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17288191,17320988,.,-,.,ID=gene-itga10;Dbxref=GeneID:101466767;Name=itga10;gbkey=Gene;gene=itga10;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17337414,17344567,.,-,.,ID=gene-LOC101469975;Dbxref=GeneID:101469975;Name=LOC101469975;gbkey=Gene;gene=LOC101469975;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17356331,17357601,.,-,.,ID=gene-LOC105941384;Dbxref=GeneID:105941384;Name=LOC105941384;gbkey=Gene;gene=LOC105941384;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,17359723,17371987,.,-,.,ID=gene-ca14;Dbxref=GeneID:101469514;Name=ca14;gbkey=Gene;gene=ca14;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17381194,17386624,.,+,.,ID=gene-LOC101469226;Dbxref=GeneID:101469226;Name=LOC101469226;gbkey=Gene;gene=LOC101469226;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17397397,17407962,.,+,.,ID=gene-prpf3;Dbxref=GeneID:101468747;Name=prpf3;gbkey=Gene;gene=prpf3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17408152,17427775,.,+,.,ID=gene-rprd2;Dbxref=GeneID:101468440;Name=rprd2;gbkey=Gene;gene=rprd2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17424732,17439304,.,+,.,ID=gene-LOC101466193;Dbxref=GeneID:101466193;Name=LOC101466193;gbkey=Gene;gene=LOC101466193;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17459952,17500133,.,+,.,ID=gene-LOC101468141;Dbxref=GeneID:101468141;Name=LOC101468141;gbkey=Gene;gene=LOC101468141;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17502507,17535835,.,+,.,ID=gene-LOC101467528;Dbxref=GeneID:101467528;Name=LOC101467528;gbkey=Gene;gene=LOC101467528;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17537558,17563349,.,+,.,ID=gene-LOC101467232;Dbxref=GeneID:101467232;Name=LOC101467232;gbkey=Gene;gene=LOC101467232;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17564681,17580053,.,+,.,ID=gene-LOC101465807;Dbxref=GeneID:101465807;Name=LOC101465807;gbkey=Gene;gene=LOC101465807;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17585642,17598874,.,+,.,ID=gene-setdb1;Dbxref=GeneID:101465322;Name=setdb1;gbkey=Gene;gene=setdb1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17602169,17607748,.,+,.,ID=gene-LOC101465898;Dbxref=GeneID:101465898;Name=LOC101465898;gbkey=Gene;gene=LOC101465898;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17608012,17613549,.,+,.,ID=gene-LOC101465036;Dbxref=GeneID:101465036;Name=LOC101465036;gbkey=Gene;gene=LOC101465036;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17615088,17619278,.,-,.,ID=gene-LOC101464175;Dbxref=GeneID:101464175;Name=LOC101464175;gbkey=Gene;gene=LOC101464175;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17627161,17631108,.,+,.,ID=gene-LOC105940478;Dbxref=GeneID:105940478;Name=LOC105940478;gbkey=Gene;gene=LOC105940478;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17631267,17647262,.,+,.,ID=gene-LOC101463871;Dbxref=GeneID:101463871;Name=LOC101463871;gbkey=Gene;gene=LOC101463871;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17648651,17667911,.,+,.,ID=gene-LOC101487503;Dbxref=GeneID:101487503;Name=LOC101487503;gbkey=Gene;gene=LOC101487503;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17670448,17689398,.,+,.,ID=gene-LOC101487210;Dbxref=GeneID:101487210;Name=LOC101487210;gbkey=Gene;gene=LOC101487210;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17693906,17714340,.,+,.,ID=gene-LOC101486737;Dbxref=GeneID:101486737;Name=LOC101486737;gbkey=Gene;gene=LOC101486737;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17717901,17721612,.,+,.,ID=gene-LOC101485676;Dbxref=GeneID:101485676;Name=LOC101485676;gbkey=Gene;gene=LOC101485676;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17721557,17732744,.,-,.,ID=gene-khdc4;Dbxref=GeneID:101486161;Name=khdc4;gbkey=Gene;gene=khdc4;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17740884,17744638,.,-,.,ID=gene-LOC101485122;Dbxref=GeneID:101485122;Name=LOC101485122;gbkey=Gene;gene=LOC101485122;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17752015,17768462,.,+,.,ID=gene-LOC101484827;Dbxref=GeneID:101484827;Name=LOC101484827;gbkey=Gene;gene=LOC101484827;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17770113,17800096,.,+,.,ID=gene-LOC101483420;Dbxref=GeneID:101483420;Name=LOC101483420;gbkey=Gene;gene=LOC101483420;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17821929,17825311,.,+,.,ID=gene-LOC101483136;Dbxref=GeneID:101483136;Name=LOC101483136;gbkey=Gene;gene=LOC101483136;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17831290,17837583,.,+,.,ID=gene-rpl18;Dbxref=GeneID:101482569;Name=rpl18;gbkey=Gene;gene=rpl18;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17837687,17851457,.,+,.,ID=gene-sphk2;Dbxref=GeneID:101482860;Name=sphk2;gbkey=Gene;gene=sphk2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17852028,17868369,.,+,.,ID=gene-cyth2;Dbxref=GeneID:101482068;Name=cyth2;gbkey=Gene;gene=cyth2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17871686,17879139,.,-,.,ID=gene-LOC101481789;Dbxref=GeneID:101481789;Name=LOC101481789;gbkey=Gene;gene=LOC101481789;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17886457,17900232,.,+,.,ID=gene-LOC101481494;Dbxref=GeneID:101481494;Name=LOC101481494;gbkey=Gene;gene=LOC101481494;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17901977,17904784,.,-,.,ID=gene-ndufa3;Dbxref=GeneID:101481203;Name=ndufa3;gbkey=Gene;gene=ndufa3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17904871,17910431,.,+,.,ID=gene-tfpt;Dbxref=GeneID:101480733;Name=tfpt;gbkey=Gene;gene=tfpt;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17913948,17924849,.,+,.,ID=gene-cnot3;Dbxref=GeneID:101480146;Name=cnot3;gbkey=Gene;gene=cnot3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17925540,17934158,.,-,.,ID=gene-prpf31;Dbxref=GeneID:101480438;Name=prpf31;gbkey=Gene;gene=prpf31;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17935159,17956608,.,-,.,ID=gene-lmtk3;Dbxref=GeneID:101479660;Name=lmtk3;gbkey=Gene;gene=lmtk3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17957285,17963656,.,-,.,ID=gene-leng1;Dbxref=GeneID:101478813;Name=leng1;gbkey=Gene;gene=leng1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17963707,17974549,.,-,.,ID=gene-tmc4;Dbxref=GeneID:101478537;Name=tmc4;gbkey=Gene;gene=tmc4;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,17974646,17991503,.,-,.,ID=gene-mboat7;Dbxref=GeneID:101478074;Name=mboat7;gbkey=Gene;gene=mboat7;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18018559,18020866,.,-,.,ID=gene-rps9;Dbxref=GeneID:101477794;Name=rps9;gbkey=Gene;gene=rps9;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18021251,18037648,.,+,.,ID=gene-LOC101476932;Dbxref=GeneID:101476932;Name=LOC101476932;gbkey=Gene;gene=LOC101476932;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18037720,18048906,.,-,.,ID=gene-leng8;Dbxref=GeneID:101465600;Name=leng8;gbkey=Gene;gene=leng8;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18052613,18055689,.,+,.,ID=gene-cdc42ep5;Dbxref=GeneID:101476665;Name=cdc42ep5;gbkey=Gene;gene=cdc42ep5;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18055922,18062633,.,-,.,ID=gene-grwd1;Dbxref=GeneID:101476367;Name=grwd1;gbkey=Gene;gene=grwd1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18063640,18066450,.,-,.,ID=gene-LOC101476071;Dbxref=GeneID:101476071;Name=LOC101476071;gbkey=Gene;gene=LOC101476071;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18067898,18076400,.,-,.,ID=gene-flcn;Dbxref=GeneID:101475784;Name=flcn;gbkey=Gene;gene=flcn;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18076424,18082164,.,+,.,ID=gene-leng9;Dbxref=GeneID:101475097;Name=leng9;gbkey=Gene;gene=leng9;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18083796,18105844,.,+,.,ID=gene-ttyh1;Dbxref=GeneID:101474060;Name=ttyh1;gbkey=Gene;gene=ttyh1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18110867,18114384,.,-,.,ID=gene-josd2;Dbxref=GeneID:101473754;Name=josd2;gbkey=Gene;gene=josd2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18120495,18126089,.,+,.,ID=gene-ube2s;Dbxref=GeneID:101473465;Name=ube2s;gbkey=Gene;gene=ube2s;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18136242,18147635,.,+,.,ID=gene-LOC101473167;Dbxref=GeneID:101473167;Name=LOC101473167;gbkey=Gene;gene=LOC101473167;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18152269,18162778,.,+,.,ID=gene-LOC105941466;Dbxref=GeneID:105941466;Name=LOC105941466;gbkey=Gene;gene=LOC105941466;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18164119,18173599,.,+,.,ID=gene-LOC101465325;Dbxref=GeneID:101465325;Name=LOC101465325;gbkey=Gene;gene=LOC101465325;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18174331,18184743,.,+,.,ID=gene-LOC101479430;Dbxref=GeneID:101479430;Name=LOC101479430;gbkey=Gene;gene=LOC101479430;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18184939,18191317,.,+,.,ID=gene-znf524;Dbxref=GeneID:101479716;Name=znf524;gbkey=Gene;gene=znf524;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18197823,18212055,.,+,.,ID=gene-LOC101480379;Dbxref=GeneID:101480379;Name=LOC101480379;gbkey=Gene;gene=LOC101480379;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18245568,18267046,.,-,.,ID=gene-LOC101480871;Dbxref=GeneID:101480871;Name=LOC101480871;gbkey=Gene;gene=LOC101480871;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18284055,18340263,.,+,.,ID=gene-LOC101481152;Dbxref=GeneID:101481152;Name=LOC101481152;gbkey=Gene;gene=LOC101481152;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18353308,18370442,.,+,.,ID=gene-LOC101481445;Dbxref=GeneID:101481445;Name=LOC101481445;gbkey=Gene;gene=LOC101481445;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18372520,18386868,.,+,.,ID=gene-LOC101481740;Dbxref=GeneID:101481740;Name=LOC101481740;gbkey=Gene;gene=LOC101481740;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18390734,18419704,.,+,.,ID=gene-LOC101482025;Dbxref=GeneID:101482025;Name=LOC101482025;gbkey=Gene;gene=LOC101482025;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18424772,18433029,.,-,.,ID=gene-cacng6;Dbxref=GeneID:101482520;Name=cacng6;gbkey=Gene;gene=cacng6;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18438090,18446998,.,-,.,ID=gene-u2af2;Dbxref=GeneID:101482804;Name=u2af2;gbkey=Gene;gene=u2af2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18448139,18452867,.,-,.,ID=gene-LOC101483286;Dbxref=GeneID:101483286;Name=LOC101483286;gbkey=Gene;gene=LOC101483286;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18454643,18466774,.,-,.,ID=gene-LOC101483953;Dbxref=GeneID:101483953;Name=LOC101483953;gbkey=Gene;gene=LOC101483953;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18468347,18470930,.,-,.,ID=gene-LOC112435602;Dbxref=GeneID:112435602;Name=LOC112435602;gbkey=Gene;gene=LOC112435602;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,18473157,18476665,.,+,.,ID=gene-LOC101485446;Dbxref=GeneID:101485446;Name=LOC101485446;gbkey=Gene;gene=LOC101485446;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18476748,18484579,.,-,.,ID=gene-LOC101485173;Dbxref=GeneID:101485173;Name=LOC101485173;gbkey=Gene;gene=LOC101485173;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18484865,18489461,.,-,.,ID=gene-atg12;Dbxref=GeneID:101486009;Name=atg12;gbkey=Gene;gene=atg12;gene_biotype=protein_coding
