SampleID,RunID,ReadLength,TotalBases,ProjectID,Instrument,LibraryID,LibraryLayout,LibrarySource,Platform,FileLocations,Organism,Ecogroup,File,ProjectID_2
SAMEA1920091,ERR303350,200,4696740400,PRJEB1254,Illumina HiSeq 2000,6813853,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303350.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920093,ERR303351,200,5043686200,PRJEB1254,Illumina HiSeq 2000,6813865,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303351.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920094,ERR303352,200,4764627400,PRJEB1254,Illumina HiSeq 2000,6813877,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303352.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920095,ERR303353,200,3893571400,PRJEB1254,Illumina HiSeq 2000,6813794,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303353.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920096,ERR303354,200,4358238600,PRJEB1254,Illumina HiSeq 2000,6813806,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303354.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920097,ERR303355,200,4815629200,PRJEB1254,Illumina HiSeq 2000,6813818,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303355.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920098,ERR303356,200,4342847800,PRJEB1254,Illumina HiSeq 2000,6813830,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303356.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920092,ERR303357,200,5059458000,PRJEB1254,Illumina HiSeq 2000,6813829,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303357.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920090,ERR303358,200,4837217600,PRJEB1254,Illumina HiSeq 2000,6813841,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303358.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920091,ERR303359,200,4691376000,PRJEB1254,Illumina HiSeq 2000,6813853,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303359.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920093,ERR303360,200,5036300800,PRJEB1254,Illumina HiSeq 2000,6813865,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303360.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920094,ERR303361,200,4755151600,PRJEB1254,Illumina HiSeq 2000,6813877,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303361.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920095,ERR303362,200,3880007000,PRJEB1254,Illumina HiSeq 2000,6813794,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303362.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920096,ERR303363,200,4358463200,PRJEB1254,Illumina HiSeq 2000,6813806,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303363.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920097,ERR303364,200,4812728000,PRJEB1254,Illumina HiSeq 2000,6813818,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303364.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920098,ERR303365,200,4338990200,PRJEB1254,Illumina HiSeq 2000,6813830,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303365.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920092,ERR303366,200,5067171800,PRJEB1254,Illumina HiSeq 2000,6813829,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303366.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920090,ERR303367,200,4845001200,PRJEB1254,Illumina HiSeq 2000,6813841,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303367.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920091,ERR303368,200,4699082200,PRJEB1254,Illumina HiSeq 2000,6813853,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303368.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920093,ERR303369,200,5041208800,PRJEB1254,Illumina HiSeq 2000,6813865,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303369.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920094,ERR303370,200,4765994800,PRJEB1254,Illumina HiSeq 2000,6813877,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303370.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920095,ERR303371,200,3898371200,PRJEB1254,Illumina HiSeq 2000,6813794,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303371.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920096,ERR303372,200,4356840200,PRJEB1254,Illumina HiSeq 2000,6813806,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303372.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920097,ERR303373,200,4812762400,PRJEB1254,Illumina HiSeq 2000,6813818,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303373.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920098,ERR303374,200,4340317600,PRJEB1254,Illumina HiSeq 2000,6813830,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303374.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920092,ERR303375,200,5065943000,PRJEB1254,Illumina HiSeq 2000,6813829,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303375.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920090,ERR303376,200,4846344000,PRJEB1254,Illumina HiSeq 2000,6813841,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303376.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920091,ERR303377,200,4701056600,PRJEB1254,Illumina HiSeq 2000,6813853,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303377.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920093,ERR303378,200,5041098400,PRJEB1254,Illumina HiSeq 2000,6813865,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303378.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920094,ERR303379,200,4764725000,PRJEB1254,Illumina HiSeq 2000,6813877,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303379.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920095,ERR303380,200,3895368200,PRJEB1254,Illumina HiSeq 2000,6813794,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303380.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920096,ERR303381,200,4359951800,PRJEB1254,Illumina HiSeq 2000,6813806,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303381.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920097,ERR303382,200,4816952000,PRJEB1254,Illumina HiSeq 2000,6813818,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303382.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920098,ERR303383,200,4341442800,PRJEB1254,Illumina HiSeq 2000,6813830,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303383.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920092,ERR303384,200,5072781400,PRJEB1254,Illumina HiSeq 2000,6813829,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303384.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920090,ERR303385,200,4849244800,PRJEB1254,Illumina HiSeq 2000,6813841,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303385.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920091,ERR303386,200,4704433800,PRJEB1254,Illumina HiSeq 2000,6813853,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303386.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920093,ERR303387,200,5046127000,PRJEB1254,Illumina HiSeq 2000,6813865,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303387.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920094,ERR303388,200,4767264600,PRJEB1254,Illumina HiSeq 2000,6813877,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303388.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920095,ERR303389,200,3899315800,PRJEB1254,Illumina HiSeq 2000,6813794,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303389.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920096,ERR303390,200,4359987000,PRJEB1254,Illumina HiSeq 2000,6813806,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303390.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920097,ERR303391,200,4819961200,PRJEB1254,Illumina HiSeq 2000,6813818,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303391.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920098,ERR303392,200,4345491800,PRJEB1254,Illumina HiSeq 2000,6813830,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303392.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920092,ERR303393,200,5061144000,PRJEB1254,Illumina HiSeq 2000,6813829,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303393.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920090,ERR303394,200,4839077200,PRJEB1254,Illumina HiSeq 2000,6813841,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303394.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920091,ERR303395,200,4698824400,PRJEB1254,Illumina HiSeq 2000,6813853,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303395.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920093,ERR303396,200,5035431200,PRJEB1254,Illumina HiSeq 2000,6813865,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303396.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920094,ERR303397,200,4757119400,PRJEB1254,Illumina HiSeq 2000,6813877,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303397.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920095,ERR303398,200,3902708000,PRJEB1254,Illumina HiSeq 2000,6813794,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303398.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920096,ERR303399,200,4362994800,PRJEB1254,Illumina HiSeq 2000,6813806,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303399.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920097,ERR303400,200,4813172600,PRJEB1254,Illumina HiSeq 2000,6813818,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303400.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920098,ERR303401,200,4337684600,PRJEB1254,Illumina HiSeq 2000,6813830,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303401.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920092,ERR303402,200,5043877800,PRJEB1254,Illumina HiSeq 2000,6813829,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303402.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920090,ERR303403,200,4823542600,PRJEB1254,Illumina HiSeq 2000,6813841,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303403.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920091,ERR303404,200,4679573800,PRJEB1254,Illumina HiSeq 2000,6813853,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303404.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920093,ERR303405,200,5021676800,PRJEB1254,Illumina HiSeq 2000,6813865,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303405.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920094,ERR303406,200,4740194800,PRJEB1254,Illumina HiSeq 2000,6813877,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303406.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920095,ERR303407,200,3874798800,PRJEB1254,Illumina HiSeq 2000,6813794,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303407.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920096,ERR303408,200,4342860200,PRJEB1254,Illumina HiSeq 2000,6813806,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303408.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920097,ERR303409,200,4796689200,PRJEB1254,Illumina HiSeq 2000,6813818,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303409.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920098,ERR303410,200,4326298600,PRJEB1254,Illumina HiSeq 2000,6813830,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR303410.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA2661377,ERR702226,250,5344811500,PRJEB1254,Illumina HiSeq 2000,11649664,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702226.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661379,ERR702228,250,3883152750,PRJEB1254,Illumina HiSeq 2000,11649688,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702228.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661392,ERR702230,250,5651333750,PRJEB1254,Illumina HiSeq 2000,11649712,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702230.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661395,ERR702233,250,10304966250,PRJEB1254,Illumina HiSeq 2000,11649653,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702233.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661398,ERR702236,250,7110495250,PRJEB1254,Illumina HiSeq 2000,11649689,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702236.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661399,ERR702237,250,6734282000,PRJEB1254,Illumina HiSeq 2000,11649701,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702237.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661403,ERR702240,250,6347077000,PRJEB1254,Illumina HiSeq 2000,11649654,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702240.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine,,MalinskyData
SAMEA2661405,ERR702242,250,6744560750,PRJEB1254,Illumina HiSeq 2000,11649678,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702242.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine,,MalinskyData
SAMEA2661407,ERR702244,250,6657078000,PRJEB1254,Illumina HiSeq 2000,11649702,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702244.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine,,MalinskyData
SAMEA2661411,ERR702248,250,7036254750,PRJEB1254,Illumina HiSeq 2000,11649655,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702248.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine,,MalinskyData
SAMEA2661412,ERR702249,250,7159612250,PRJEB1254,Illumina HiSeq 2000,11649667,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702249.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine,,MalinskyData
SAMEA2661413,ERR702250,250,7238567000,PRJEB1254,Illumina HiSeq 2000,11649679,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702250.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine,,MalinskyData
SAMEA2661417,ERR702253,250,7640827500,PRJEB1254,Illumina HiSeq 2000,11649727,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702253.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine,,MalinskyData
SAMEA2661419,ERR702255,250,6040195000,PRJEB1254,Illumina HiSeq 2000,11649656,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702255.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine,,MalinskyData
SAMEA2661420,ERR702256,250,6022771500,PRJEB1254,Illumina HiSeq 2000,11649668,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702256.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine,,MalinskyData
SAMEA2661421,ERR702257,250,6444181250,PRJEB1254,Illumina HiSeq 2000,11649680,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702257.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine,,MalinskyData
SAMEA2661423,ERR702259,250,7305456250,PRJEB1254,Illumina HiSeq 2000,11649704,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702259.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine,,MalinskyData
SAMEA2661425,ERR702261,250,7600137000,PRJEB1254,Illumina HiSeq 2000,11649728,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702261.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine,,MalinskyData
SAMEA2661427,ERR702263,250,6348555500,PRJEB1254,Illumina HiSeq 2000,11649657,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702263.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine,,MalinskyData
SAMEA2661428,ERR702264,250,6192160000,PRJEB1254,Illumina HiSeq 2000,11649669,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702264.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine,,MalinskyData
SAMEA2661430,ERR702266,250,6111460000,PRJEB1254,Illumina HiSeq 2000,11649693,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702266.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine,,MalinskyData
SAMEA2661433,ERR702269,250,7020550750,PRJEB1254,Illumina HiSeq 2000,11649729,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702269.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine,,MalinskyData
SAMEA2661434,ERR702270,250,6280037750,PRJEB1254,Illumina HiSeq 2000,11649646,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702270.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine,,MalinskyData
SAMEA2661439,ERR702275,250,6949119000,PRJEB1254,Illumina HiSeq 2000,11649706,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702275.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine,,MalinskyData
SAMEA2661441,ERR702277,250,7162372750,PRJEB1254,Illumina HiSeq 2000,11649730,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702277.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine,,MalinskyData
SAMEA2661442,ERR702278,250,6150829250,PRJEB1254,Illumina HiSeq 2000,11649647,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702278.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine,,MalinskyData
SAMEA2661444,ERR702280,250,6075722750,PRJEB1254,Illumina HiSeq 2000,11649671,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702280.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine,,MalinskyData
SAMEA2661446,ERR702282,250,5933454500,PRJEB1254,Illumina HiSeq 2000,11649695,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702282.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine,,MalinskyData
SAMEA2661448,ERR702284,250,7190893250,PRJEB1254,Illumina HiSeq 2000,11649719,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702284.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661451,ERR702287,250,8319216500,PRJEB1254,Illumina HiSeq 2000,11649660,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702287.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661216,ERR702288,250,6534897500,PRJEB1254,Illumina HiSeq 2000,11649543,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702288.unmapped_marked_adapters.bam,Mylochromis anaphyrmus,Shallow_Benthic,,MalinskyData
SAMEA2661217,ERR702289,250,6784666500,PRJEB1254,Illumina HiSeq 2000,11649555,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702289.unmapped_marked_adapters.bam,Mylochromis anaphyrmus,Shallow_Benthic,,MalinskyData
SAMEA2661219,ERR702291,250,6370011000,PRJEB1254,Illumina HiSeq 2000,11649579,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702291.unmapped_marked_adapters.bam,Mylochromis anaphyrmus,Shallow_Benthic,,MalinskyData
SAMEA2661224,ERR702293,250,6762441000,PRJEB1254,Illumina HiSeq 2000,11649603,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702293.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka,,MalinskyData
SAMEA2661226,ERR702295,250,6613870000,PRJEB1254,Illumina HiSeq 2000,11649627,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702295.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka,,MalinskyData
SAMEA2661231,ERR702298,250,5896458250,PRJEB1254,Illumina HiSeq 2000,11649568,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702298.unmapped_marked_adapters.bam,Ctenopharynx intermedius,Shallow_Benthic,,MalinskyData
SAMEA2661233,ERR702300,250,6186183250,PRJEB1254,Illumina HiSeq 2000,11649592,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702300.unmapped_marked_adapters.bam,Trematocranus placodon,Shallow_Benthic,,MalinskyData
SAMEA2661235,ERR702302,250,6059166250,PRJEB1254,Illumina HiSeq 2000,11649616,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702302.unmapped_marked_adapters.bam,Trematocranus placodon,Shallow_Benthic,,MalinskyData
SAMEA2661243,ERR702304,250,6006174500,PRJEB1254,Illumina HiSeq 2000,11649545,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702304.unmapped_marked_adapters.bam,Placidochromis subocularis,Shallow_Benthic,,MalinskyData
SAMEA2661245,ERR702306,250,6180723500,PRJEB1254,Illumina HiSeq 2000,11649569,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702306.unmapped_marked_adapters.bam,Placidochromis subocularis,Shallow_Benthic,,MalinskyData
SAMEA2661263,ERR702309,250,6227755250,PRJEB1254,Illumina HiSeq 2000,11649605,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702309.unmapped_marked_adapters.bam,Fossorochromis rostratus,Shallow_Benthic,,MalinskyData
SAMEA2661375,ERR702224,250,6682442750,PRJEB1254,Illumina HiSeq 2000,11649640,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702224.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661376,ERR702225,250,6518780000,PRJEB1254,Illumina HiSeq 2000,11649652,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702225.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661378,ERR702227,250,4858799500,PRJEB1254,Illumina HiSeq 2000,11649676,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702227.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661380,ERR702229,250,3722807000,PRJEB1254,Illumina HiSeq 2000,11649700,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702229.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661393,ERR702231,250,5290002750,PRJEB1254,Illumina HiSeq 2000,11649724,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702231.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661394,ERR702232,250,9877636500,PRJEB1254,Illumina HiSeq 2000,11649641,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702232.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661396,ERR702234,250,10246159500,PRJEB1254,Illumina HiSeq 2000,11649665,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702234.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
SAMEA2661397,ERR702235,250,12261652750,PRJEB1254,Illumina HiSeq 2000,11649677,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR702235.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine,,MalinskyData
